laser
295183.51068287087
457135.219864177
701713.5224419481
1067671.334627417
1610192.8494074456
2407025.984337731
3566532.923682368
5238105.850459219
7625439.4533860395
11003175.952315528
15737430.042140262
22310645.786111984
31351118.80693586
43667318.157698646
60286847.00964524
82499477.01131053
111903171.1505905
150451376.77239087
200499139.31892085
264844789.41173384
346763140.29471564
450025367.79970145
578900117.504405
738129994.9914995
932877554.786307
1168635320.2339704
1451095335.543267
1785975340.2025225
2178800890.158032
2634645598.122793
3157835028.014707
3751623482.9470186
4417856726.952692
5156637269.443086
5966011866.320212
6841702985.142892
7776906796.081332
8762179497.45308
9785431275.879038
10832042883.015814
11885113790.736622
12925843444.349436
13934038715.30543
14888731848.668274
15768884692.102373
16554147507.033508
17225634893.88266
17766677905.470448
18163510701.9586
18405852323.08655
18487349272.852318
18405852323.08655
18163510701.9586
17766677905.470455
17225634893.882668
16554147507.033514
15768884692.102383
14888731848.668285
13934038715.305435
12925843444.34944
11885113790.736633
10832042883.015823
9785431275.87904
8762179497.453087
7776906796.081338
6841702985.142904
5966011866.320227
5156637269.44309
4417856726.952696
3751623482.9470215
3157835028.014715
2634645598.122798
2178800890.158032
1785975340.2025251
1451095335.5432699
1168635320.2339735
932877554.7863102
738129994.9915007
578900117.504406
450025367.79970306
346763140.29471684
264844789.41173524
200499139.31892124
150451376.77239114
111903171.15059072
82499477.01131083
60286847.00964556
43667318.15769881
31351118.806935973
22310645.786112063
15737430.04214032
11003175.952315606
7625439.4533860395
5238105.850459229
3566532.923682381
2407025.9843377434
1610192.8494074456
1067671.3346274209
701713.5224419507
457135.21986418025
295183.5106828724
366595.17067811877
567726.7119745396
871474.1142946827
1325965.512912322
1999735.4225093706
2989340.7647114964
4429359.020975757
6505323.76905762
9470208.113735035
13665096.525578255
19544675.239436224
27708102.60023576
38935673.34906545
54231443.74170566
74871617.72017321
102457992.27013512
138975114.26865077
186849014.76725054
249004478.70342717
328916817.04373425
430653095.44947577
558896823.6618661
718949330.5068464
916700566.6087518
1158562026.8135042
1451355001.81078
1802148571.8259509
2218043728.6412716
2705902786.8912416
3272026782.54557
3921787732.622053
4659227230.780444
5486637573.697909
6404146070.16304
7409326941.541307
8496867822.207248
9658318879.87874
10881951640.693478
12152751488.188204
13452562442.615856
14760395350.555029
16052901372.024029
17305002197.63573
18490657491.72967
19583739490.500954
20558975386.980732
21392910970.37663
22064844692.956135
22557680442.56392
22858650058.90289
22959862989.59814
22858650058.90289
22557680442.56392
22064844692.956146
21392910970.376644
20558975386.980743
19583739490.50096
18490657491.72969
17305002197.635742
16052901372.024035
14760395350.555042
13452562442.615873
12152751488.188213
10881951640.693485
9658318879.878748
8496867822.207263
7409326941.541325
6404146070.16305
5486637573.697914
4659227230.780452
3921787732.622063
3272026782.5455785
2705902786.8912444
2218043728.6412735
1802148571.8259559
1451355001.8107839
1158562026.8135064
916700566.6087518
718949330.5068477
558896823.6618671
430653095.44947696
328916817.04373604
249004478.70342764
186849014.76725087
138975114.268651
102457992.27013555
74871617.72017348
54231443.74170576
38935673.34906553
27708102.600235865
19544675.239436332
13665096.52557833
9470208.113735054
6505323.7690576315
4429359.020975772
2989340.7647115067
1999735.4225093706
1325965.512912327
871474.114294686
567726.7119745436
366595.17067812145
451277.78946183255
698870.241864855
1072782.576880758
1632260.4153863576
2461669.583124208
3679871.422615198
5452530.495754504
8008038.198657768
11657803.825960068
16821701.555529013
24059449.068810817
34108608.873614885
47929721.95370776
66758779.189071916
92166784.61882381
126125546.54998884
171078037.50210652
230010695.97101244
306523925.30845135
404895825.1079823
