laser
295475.5981729943
457587.5604393951
702407.8760699051
1068727.8077335402
1611786.15381293
2409407.764325371
3570062.049166753
5243289.016643951
7632984.913719753
11014063.72189271
15753002.410770776
22332722.427573506
31382141.100774974
43710527.47291954
60346501.54044802
82581111.19582507
112013900.62976284
150600250.1458572
200697535.53095874
265106856.387062
347106266.4235485
450470673.09425676
579472945.8509576
738860383.1392763
933800647.8918108
1169791698.3689373
1452531211.122861
1787742583.4111125
2180956838.7813554
2637252610.344915
3160959742.2151113
3755335757.6756687
4422228247.164354
5161739821.526781
5971915303.907385
6848472929.197273
7784602135.098524
8770849775.17794
9795114073.046568
10842761314.4461
11896874247.982124
12938633715.596807
13947826607.40759
14903464420.642685
15784488185.471987
16570528027.020119
17242679858.387253
17784258238.27844
18181483705.39801
18424065126.35659
18505642718.2946
18424065126.35659
18181483705.39801
17784258238.278446
17242679858.387268
16570528027.020128
15784488185.471994
14903464420.6427
13947826607.407597
12938633715.596815
11896874247.982141
10842761314.446112
9795114073.046576
8770849775.17795
7784602135.09853
6848472929.197285
5971915303.907398
5161739821.526785
4422228247.164354
3755335757.6756716
3160959742.2151175
2637252610.3449225
2180956838.7813573
1787742583.4111145
1452531211.122865
1169791698.3689396
933800647.8918133
738860383.1392771
579472945.8509586
450470673.094258
347106266.4235495
265106856.3870634
200697535.53095913
150600250.14585745
112013900.62976304
82581111.19582537
60346501.54044823
43710527.47291962
31382141.10077508
22332722.427573543
15753002.41077083
11014063.721892767
7632984.913719768
5243289.01664396
3570062.0491667655
2409407.764325384
1611786.15381293
1068727.8077335441
702407.8760699077
457587.5604393983
295475.5981729959
366996.8321750191
568348.7440666149
872428.948469421
1327418.312445304
2001926.4407972617
2992616.048136747
4434212.066288345
6512451.353630168
9480584.185956277
13680068.744430972
19566089.44273459
27738461.096083075
38978333.3786869
54290862.64466619
74953651.11410241
102570250.78807603
139127382.92054197
187053736.65386698
249277301.47811294
329277196.0984964
431124942.27343416
559509181.2507269
719737050.2789118
917704953.3307909
1159831410.032821
1452945184.8496964
1804123103.273424
2220473937.3169293
2708867520.337779
3275611792.0614967
3926084655.3782806
4664332132.136484
5492649030.577504
6411162798.976323
7417445000.884144
8506177450.16038
9668901056.429659
10893874495.479338
12166066700.020288
13467301797.632038
14776567638.04144
16070489799.014894
17323962494.013077
18510916856.175346
19605196494.705627
20581500912.380844
21416350200.706676
22089020130.215298
22582395857.326187
22883695232.25525
22985019057.311634
22883695232.25525
22582395857.326187
22089020130.21531
21416350200.70669
20581500912.38085
19605196494.705635
18510916856.17536
17323962494.013084
16070489799.0149
14776567638.04146
13467301797.63205
12166066700.0203
10893874495.479347
9668901056.42967
8506177450.160396
7417445000.884156
6411162798.976329
5492649030.577508
4664332132.136493
3926084655.378288
3275611792.0615053
2708867520.337782
2220473937.3169317
1804123103.273429
1452945184.8496988
1159831410.0328243
917704953.3307916
719737050.2789131
559509181.2507288
431124942.27343535
329277196.0984981
249277301.4781134
187053736.65386727
139127382.9205422
102570250.78807637
74953651.11410268
54290862.644666284
38978333.37868703
27738461.096083123
19566089.442734666
13680068.74443107
9480584.185956292
6512451.3536301805
4434212.06628836
2992616.0481367633
2001926.4407972617
1327418.3124453085
872428.948469424
568348.7440666188
366996.83217502094
451820.1386692462
699710.1496347719
1074071.855444616
1634222.0788301353
2464628.037048811
3684293.9211206455
5459083.389918202
8017662.322138681
11671814.266564164
16841918.009161416
24088363.9045018
34149600.86883506
47987324.27165953
66839010.41654773
92277551.38766351
126277125.22681123
171283640.4371763
230287124.63993782
306892308.1799918
405382432.10473764
530770061.54881173
688827514.8349574
886088558.1359181
1129812420.4887798
1427901122.2202244
1788761747.6342027
2221106775.9534626
2733688016.662593
3334963115.1365156
4032697953.670744
4833513420.013007
5742390685.640312
6762154953.625119
7892963129.129081
9131825495.629187
10472194684.350433
11903656470.832716
13411755780.075869
14977987441.70369
16579974627.151257
18191848686.289116
19784832709.430305
21328018255.51728
22789311208.178165
24136509697.858585
25338465569.693047
26366272046.887432
27194414946.72662
27801823703.140556
28172761851.4472
28297504466.842976
28172761851.4472
27801823703.140556
27194414946.72663
26366272046.887444
25338465569.693058
24136509697.858597
22789311208.178185
21328018255.517292
19784832709.430325
18191848686.28914
16579974627.151272
14977987441.703705
13411755780.075878
11903656470.832727
10472194684.350452
9131825495.629204
7892963129.129088
6762154953.625125
5742390685.640318
4833513420.0130205
4032697953.670755
3334963115.1365156
2733688016.6625977
2221106775.953467
1788761747.6342094
1427901122.2202282
1129812420.4887807
886088558.1359197
688827514.8349591
530770061.54881364
405382432.1047398
306892308.1799924
230287124.63993827
171283640.4371766
126277125.22681166
92277551.38766402
66839010.41654784
47987324.27165961
34149600.86883518
24088363.90450193
16841918.00916151
11671814.266564185
8017662.322138709
5459083.389918221
3684293.921120665
2464628.037048811
1634222.078830141
1074071.85544462
699710.1496347769
451820.1386692494
551355.1397841539
853854.784995953
1310687.5663866918
1994237.6746764302
3007580.2727283053
4495935.9179260265
6661707.67510894
9783936.02238476
14243089.751223158
20552156.18658414
29394978.46832511
41672684.2147092
58558828.20893232
81563500.11265795
112606096.74047667
154095703.2947514
209017056.64145103
281018881.03153336
374500021.1226271
494687306.71779025
647697560.2291988
840574729.2442459
1081291954.5177908
1378707657.5718489
1742464656.7514088
2182822098.882538
2710411803.551395
3335913584.9777527
4069648289.553429
4921092606.677885
5898325991.375852
7007426956.446869
8251843091.100938
9631765866.36808
11143546937.629757
12779196564.904947
14526006292.56823
16366336623.803953
18277605739.15283
20232507243.02638
22199473677.519436
24143388641.867443
26026534632.176037
27809747267.524605
29453730676.016502
30920474831.515083
32174704856.705288
33185285849.50238
33926505443.620308
