x,y,temperature,alpha
0,0,0.0000000000006000534537042057,0.0000000000000001175600010622058
0.000002,0,0.0000000000006001118983025733,0.0000000000000001175600010622058
0.000004,0,0.0000000000006001705759136929,0.0000000000000001175600010622058
0.000006,0,0.0000000000006002581175069677,0.0000000000000001175600010622058
0.000008,0,0.0000000000006003875186900364,0.0000000000000001175600010622058
0.000009999999999999999,0,0.0000000000006005770300795621,0.0000000000000001175600010622058
0.000012,0,0.0000000000006008520072346777,0.0000000000000001175600010622058
0.000014,0,0.0000000000006012472941912583,0.0000000000000001175600010622058
0.000016,0,0.0000000000006018102477754651,0.0000000000000001175600010622058
0.000018,0,0.000000000000602604513551774,0.0000000000000001175600010622058
0.000019999999999999998,0,0.0000000000006037146602583874,0.0000000000000001175600010622058
0.000022,0,0.0000000000006052517646861591,0.0000000000000001175600010622058
0.000024,0,0.000000000000607360009626711,0.0000000000000001175600010622058
0.000026,0,0.0000000000006102243101424977,0.0000000000000001175600010622058
0.000028,0,0.0000000000006140789147027103,0.0000000000000001175600010622058
0.000029999999999999997,0,0.000000000000619216835218246,0.0000000000000001175600010622058
0.000032,0,0.0000000000006259998426835584,0.0000000000000001175600010622058
0.000034,0,0.0000000000006348686241352375,0.0000000000000001175600010622058
0.000036,0,0.0000000000006463525359785079,0.0000000000000001175600010622058
0.000037999999999999995,0,0.0000000000006610782159334133,0.0000000000000001175600010622058
0.000039999999999999996,0,0.0000000000006797761423878098,0.0000000000000001175600010622058
0.000042,0,0.0000000000007032840713739309,0.0000000000000001175600010622058
0.000044,0,0.0000000000007325461570311712,0.0000000000000001175600010622058
0.000046,0,0.0000000000007686064934812694,0.0000000000000001175600010622058
0.000048,0,0.0000000000008125958280872745,0.0000000000000001175600010622058
0.000049999999999999996,0,0.0000000000008657103108646506,0.0000000000000001175600010622058
0.000052,0,0.0000000000009291813816224216,0.0000000000000001175600010622058
0.000054,0,0.0000000000010042362678930694,0.0000000000000001175600010622058
0.000056,0,0.0000000000010920490757358721,0.0000000000000001175600010622058
0.000058,0,0.0000000000011936830922663865,0.0000000000000001175600010622058
0.000059999999999999995,0,0.000000000001310025658634601,0.0000000000000001175600010622058
0.000062,0,0.000000000001441717774697864,0.0000000000000001175600010622058
0.000064,0,0.0000000000015890814061859758,0.0000000000000001175600010622058
0.00006599999999999999,0,0.000000000001752048213447526,0.0000000000000001175600010622058
0.000068,0,0.000000000001930094031464318,0.0000000000000001175600010622058
0.00007,0,0.000000000002122183825505564,0.0000000000000001175600010622058
0.000072,0,0.000000000002326731953364951,0.0000000000000001175600010622058
0.000074,0,0.000000000002541582325957467,0.0000000000000001175600010622058
0.00007599999999999999,0,0.0000000000027640124384937697,0.0000000000000001175600010622058
0.000078,0,0.000000000002990764240011895,0.0000000000000001175600010622058
0.00007999999999999999,0,0.0000000000032181034503363198,0.0000000000000001175600010622058
0.000082,0,0.0000000000034419072879892833,0.0000000000000001175600010622058
0.000084,0,0.000000000003657778742362612,0.0000000000000001175600010622058
0.00008599999999999999,0,0.000000000003861183639261225,0.0000000000000001175600010622058
0.000088,0,0.00000000000404760495996279,0.0000000000000001175600010622058
0.00008999999999999999,0,0.000000000004212707334840788,0.0000000000000001175600010622058
0.000092,0,0.000000000004352503488538572,0.0000000000000001175600010622058
0.000094,0,0.000000000004463513785220078,0.0000000000000001175600010622058
0.000096,0,0.0000000000045429099918672225,0.0000000000000001175600010622058
0.000098,0,0.000000000004588634978590453,0.0000000000000001175600010622058
0.00009999999999999999,0,0.000000000004599491286606955,0.0000000000000001175600010622058
0.000102,0,0.0000000000045751932412620036,0.0000000000000001175600010622058
0.000104,0,0.0000000000045163794442306736,0.0000000000000001175600010622058
0.000106,0,0.000000000004424584882354187,0.0000000000000001175600010622058
